# What CI does with each root-workspace integration test target.
#
# columns: status	package	target	seconds	note
#
# `tools/release/check-all-workspaces.py` builds this workspace with
# `--all-targets`, so every one of these COMPILES on every release check.
# Until `tools/ci/run.sh root-targets` existed, none of them EXECUTED --
# ba96d8527 enumerated 124 such targets across 40 packages and wired none,
# because it had no measured runtime and a cold-target-dir loop had taken over
# ten minutes. This file is that measurement, and the tier reads it.
#
# THE NUMBERS are a MINIMUM OF THREE full rounds at 0bac7f001, in a private
# warm target directory, one `cargo test -p <pkg> --test <target>` each. A
# minimum and not a mean because this is a co-tenant machine and load only
# adds: browser_bump_hint_vector measured 39.95s, 9.80s and 6.48s in the three
# rounds while other lanes built. Whole executed set: 69.5s. Nothing came near
# the 120s per-target timeout; the largest resident set over all three rounds
# was 766 MB, so memory excludes nothing here either.
#
# STATUS:
#   run         must pass.
#   quarantine  is RED today and must STAY red -- if it goes green the tier
#               fails BY NAME, because the fix has landed and the row is now
#               stale coverage. Delete the row in the commit that fixes it.
#   slow        over the 8.00s per-target budget: excluded, with its number.
#
# `slow` IS EMPTY TODAY, and it is a shape rather than a dead branch: the
# budget's job is to refuse a slow target somebody adds LATER. The budget is
# 8.00s because that is where the measured gap is -- the three slowest
# (browser_bump_hint_vector 6.48s, series_v2 5.50s,
# dealer_scenario_profile_vector 4.89s) are one cluster of genuine work, PDA
# bump mining and a 2,100-byte profile encoding, and the next target down is
# 2.31s. A 5s line would split that cluster on less than one round's noise and
# would exclude a wire-vector authoring test this same commit just armed.
#
# The budget is enforced by `never-run-tests.py --check` against the SECONDS
# RECORDED HERE, not against a wall clock, so it is deterministic on a loaded
# laptop: a lane adding a target has to measure it and write the number down.
# The tier's own wall-clock assertion is the coarse backstop and says so.
#
# `quarantine` IS ALSO EMPTY NOW, and the branch stays for the next red target
# rather than because one is pending. It held seven rows when this file was
# written: six `dclutch-fractional-claim-operator` targets that were ONE live
# defect -- the V1 producer granted no effect permissions at all, so Lifecycle's
# `Close` arm refused every bundle it built -- and `root_lifecycle_projection_v3`,
# whose fixture frame a517d27c made stale. `root_lifecycle_projection_v3` was
# fixed and its row is `run`; it was re-measured on the tree that fixed it and
# more than doubled its recorded time, 0.67s to 1.47s, which is the fix rather
# than the load -- a red target stops at its first assertion and a green one
# projects all fifteen actions.
#
# THE SIX FRACTIONAL ROWS ARE GONE BECAUSE THEIR SUBJECT IS. 3308d380a repaired
# the V1 producer; FRACTIONAL-V1 then read what it was a producer FOR and found
# the superseded generation of one family, not a second family. `actions` went
# with them -- it drove `plan_fractional_action_v1`, the same generation, and was
# not quarantined only because it never touched the builder. Seven rows, 5.96s
# of the budget, removed with 6,428 lines and zero ELF bytes.
#
# `lake` and ELF targets are NOT in this file. The census classifies those from
# source text and the tier prints its answer; a copy here would be a second
# author for a question that already has one.
run	dclutch-product-runtime-v2-operator	publication	0.81	
run	dclutch-product	svm_reader__reader	1.09	
run	dclutch-claims	rational__hot_v3	0.59	
run	dclutch-claims	rational__physical_contract	0.56	
run	dclutch-claims	rational__rational_cross_domain_v3_lean_translation	0.51	
run	dclutch-claims	rational__request_reexport	0.54	
run	dclutch-rational-representation-v2-operator	operator	0.93	
run	dclutch-claims	composition__exposure_translation	0.29	
run	dclutch-claims	composition__lean_translation	0.23	
run	dclutch-claims	composition__translation_corpus	0.25	
run	dclutch-representation-composition-v3-operator	operator	1.32	
run	dclutch-claims	structured__hot_v2	0.56	
run	dclutch-claims	structured__wire	0.49	
run	dclutch-claims	structured_kernel__structured_v2	0.53	
run	dclutch-structured-v2-operator	actions	1.58	
run	dclutch-structured-v2-operator	artifacts	0.75	
run	dclutch-structured-v2-operator	child_request	0.63	
run	dclutch-structured-v2-operator	descriptor	0.68	
run	dclutch-trading-sbf	dealer_scenario_profile_vector	4.89	
run	dclutch-trading-sbf	dealer_v3_composer	0.68	
run	dclutch-trading-sbf	dealer_v3_equity_dust	0.71	
run	dclutch-trading-sbf	dealer_v3_multi_lp	0.69	
run	dclutch-trading-sbf	dealer_v3_two_lp_life	0.71	
run	dclutch-trading-sbf	series_v2	5.50	
